,name,rating,review
1649,Shere Punjab Hotel,5.0,
1650,Shere Punjab Hotel,5.0,
1651,Shere Punjab Hotel,5.0,
1652,Shere Punjab Hotel,2.0,
1653,Shere Punjab Hotel,5.0,
1654,Ramayan Bhojanalaya,3.5,Its ambience is normal the food and service is nice Within that area which is deprieved of a proper family dining restaurant this is good Worth giving it a try The price is also quite reasonable and everyone can easily afford Quality of food is good especially garlic naan is nice
1655,New Sizzler Point,5.0,
1656,New Sizzler Point,5.0,
1657,New Sizzler Point,5.0,
1658,New Sizzler Point,5.0,
1659,New Sizzler Point,4.0,sizzler junction is what we can call this placeA decent variety of sizzlers from veg to continental is served here and had a wide range of veggies added along with the sizzlng patty
1660,Baba Dhaba,5.0,
1661,Baba Dhaba,5.0,
1662,Baba Dhaba,2.5,Pasaable I dont know who eats there On that road there are better restaurants like harish And jai shankar the arrogant one So only new people try it Though it provides very normal food
1663,Baba Dhaba,3.5,Lots of options did vegetarians my favourite in paneer items  paneer do pyaza with missi roti
1664,Mishra Bhojanalaya,5.0,Good
1665,New Jai Shankar Bhojanalaya,4.0,Nice
1666,New Jai Shankar Bhojanalaya,5.0,
1667,New Jai Shankar Bhojanalaya,5.0,
1668,New Jai Shankar Bhojanalaya,5.0,
1669,New Jai Shankar Bhojanalaya,4.0,
1670,Zafar Ki Rasoi,4.0,I ordered kabab paratha and Mutton Kaleji and all the dishes were extremely good and price is reasonable Wonder why they are not open to orders
1671,Zafar Ki Rasoi,5.0,olls was very delicious
1672,Zafar Ki Rasoi,5.0,
1673,Zafar Ki Rasoi,5.0,
1674,Zafar Ki Rasoi,1.0,
1675,Gulmarg Mughlai Restaurant,1.0,
1676,Gulmarg Mughlai Restaurant,5.0,
1677,Gulmarg Mughlai Restaurant,5.0,
1678,Gulmarg Mughlai Restaurant,5.0,
1679,Abdullah Restaurant,3.0,Beef lovers will like it U can find nihari paya egg curry biryani etc here Very light on pocket Almost no options for vegetarians If you want to eat nihari you can further go to garhi sarai for better taste
1680,Milan Da Dhaba,1.5,his was the first place where I went to taste biriyani in Allahabad Had a horrible experience Just fried the rice and served with chicken The location is wrong in this map
1681,Gunjan Dhaba,5.0,No
1682,Gunjan Dhaba,4.0,
1683,Gunjan Dhaba,5.0,Good food good quality
1684,Gunjan Dhaba,5.0,
1685,Gunjan Dhaba,5.0,
1686,Sethi Punjab Dhaba,1.0,
1687,Sethi Punjab Dhaba,1.0,
1688,Sethi Punjab Dhaba,1.0,
1689,Sethi Punjab Dhaba,5.0,
1690,Sethi Punjab Dhaba,5.0,
1691,Hindustan Hotel,5.0,
1692,Hindustan Hotel,5.0,
1693,Hindustan Hotel,5.0,
1694,Chunni Lal Soni Bhothalya,5.0,
1695,Chunni Lal Soni Bhothalya,4.0,
1696,Chunni Lal Soni Bhothalya,5.0,I never ate such an amazing chola bathura in any of the restaurnt so far its taste is really awesomehope they Will maintain the same standard or improve it even for better in future
1697,Chunni Lal Soni Bhothalya,4.0,
1698,Chunni Lal Soni Bhothalya,5.0,
1699,Jai Shree Shankar Punjabi Dhaba,5.0,
1700,Jai Shree Shankar Punjabi Dhaba,5.0,
1701,Jai Shree Shankar Punjabi Dhaba,5.0,
1702,Jai Shree Shankar Punjabi Dhaba,1.0,
1703,Jai Shree Shankar Punjabi Dhaba,5.0,
1704,Traffic Jam,5.0,
1705,Traffic Jam,5.0,Outstanding galouti kebabs
1706,Traffic Jam,5.0,
1707,Traffic Jam,5.0,
1708,Traffic Jam,5.0,Wanna try awesome and amazing mind blowing dishes they have great variety of dishes their quantity and quality was also fine i think u guys also try this amazing outlet food rated 5amazing
1709,Bhaijaan Dum Biryani,1.0,
1710,Bhaijaan Dum Biryani,1.0,Its not a fun biryani its a oily biryani You can chew a piece in 20 minutes Not cooked properly
1711,Bhaijaan Dum Biryani,2.0,
1712,Bhaijaan Dum Biryani,2.0,
1713,Bhaijaan Dum Biryani,1.0,WTF is this restaurant doing I have Ordered Chicken Biryani 4 times and every time they delivered different taste first time the Biryani was really good in taste but after that OilyTastelessRemaining portion were delivered plz dont cheat with your customers
1714,Khansama Non-Veg,5.0,
1715,Avon Juice Corner,5.0,
1716,Kolkata Roll Corner,5.0,
1717,Kolkata Roll Corner,2.0,
1718,Kallu Kachouri Bhandar,5.0,
1719,Kallu Kachouri Bhandar,2.0,
1720,Kallu Kachouri Bhandar,5.0,
1721,Kallu Kachouri Bhandar,4.0,
1722,Kallu Kachouri Bhandar,1.0,I never order again kallu kachauri very disappointed total waste of money
1723,Shiva Chaat,4.0,One of the best places in Allahabad to have Dahi Bada and chaat Their Aloo Tikki is too good I like most of their chaats and would recommend them without doubt This is my go to place
1724,Shiva Chaat,5.0,he dahi badas you get here are simply amazing Infact all the items are great One should definitely drop by at this place Good food Great prices
1725,Shiva Chaat,5.0,Shivas tikki is best in town i m a foodie who loves tikkis  golgappe and there isnt a single place in Alld who can match their quality They are in no hurry while preparing the tikki because they want to serve the best Certainly a glowing gem in Allds crown
1726,Shiva Chaat,5.0,
1727,Shiva Chaat,3.0,heir Dahi Baray are the best aloo tikki and Pani Puri are okay Stall is put up after 530pm heavily crowded and vehicle parking can be a issue
1728,Lucknow Ka Mashhoor Kabab Paratha And Biryani,4.0,
1729,Paradise Paneer Kendra,5.0,
1730,Paradise Paneer Kendra,5.0,
1731,Bakers Bakery,4.0,
1732,Bakers Bakery,5.0,he newly opened bakery in kareli  Cakes and pastries are fresh  attractive with good in taste Chicken and veg pizza also worthy Reasonable prices
1733,Route o Bakers,5.0,Best eggless cakes at reasonable price Highly recommended
1734,Route o Bakers,1.0,ont buy cake from here He supplies third class days old and rotten cakes Waste of money and moments you want to celebrate
1735,Route o Bakers,5.0,
1736,Route o Bakers,5.0,he cakes and pastry tastes very good and reasonably priced and the owner really treats the customers well Very new and innovative design for cakes are also available
1737,Route o Bakers,3.0,I had once bought a birthday cake from them It was already pretty late and I couldnt go anywhere else So had to buy it which costed me almost 400 bucks There were cakes more expensive than that and BELIEVE ME those cakes were not very pleasing to look at The taste was just average Not worth the money
1738,Shubhi's Bake A Wish,5.0,I ordered a fresh mango cake from Shubis I gave her only two instructions a the cake flavours should combine the pleasure of eating fresh mangoes and a Yummy cake and b an image of how I wanted the cake to look Not only was the cake exactly of the design that I wanted but the Flavours were excellent too It was the perfect cake for the season Also if like me you still long for vintage flavours I highly recommend Shubis petit pour sugar icing cake made on request Her cake was parallel to Calcuttas Flurrys and better than Ashoka Delhi keep it up Shubi
1739,Shubhi's Bake A Wish,5.0,mazing Walnut Muffin and Chocolate Muffins Must try Freshly used ingredients served hot from the oven Used organic ingredients Rating Walnut Muffin 455 Chocolate Muffin 45
1740,Top-In-Town Baker's,1.0,his roaside looking piece is what i got in name of black forest cake when the thumbnail is pretty looking cake  Kindly dont go with the pictures coz they are scammers and will not accept their fault of delivering ugly looking stale cake Take my word never order from here
1741,Top-In-Town Baker's,5.0,I ordered pastry and panner roll The taste was awesome Panner roll filling was perfecr in that price range The pastry was smooth and perfectly made Must tr
1742,Top-In-Town Baker's,4.0,One of the yummiest cake i have eaten Overwhelmed by their customer service highly recommended also a pocket friendly Baker in City Must try
1743,Top-In-Town Baker's,1.0,Ordered the butterscotch cake thumbnail was quite impressive but when we have itit tasted like it was days oldruined the moment Not worthy of money
1744,Sudha Bakers,4.0,Good quality and taste and nice cost
1745,Sudha Bakers,5.0,One of the best bakers in our city  Best in price  best in taste I love the cream of the cake pure veg             
1746,Sudha Bakers,5.0,elicious mind blowing cake Pure veg with qualitytaajaa cake good design the owner was a very friendly in nature Excellent
1747,Sudha Bakers,5.0,Best cake service in shantipuram  They can make cake infront of u if demanded and they have vast varity of cake design  Taste is good and prices are average
1748,Route O Bakers,1.0,
1749,Route O Bakers,5.0,Ohk well i ordered birthday cake from Mumbai to my relative at Allahabad and the whole experience was seamless   I had ordered Red Velvet cake n Cassata cake My relative had really liked it
1750,Route O Bakers,1.0,
1751,fnpCakes ‘n’ more,1.0,Just look at the packing and cake It is like from roadside cheap bakery shopI have heard much about ferns nd petals nd my expectations were high but it crashed all my expectations
1752,fnpCakes ‘n’ more,4.0,Very good quality sweets
1753,fnpCakes ‘n’ more,5.0,See the beauty
1754,fnpCakes ‘n’ more,4.0,
1755,fnpCakes ‘n’ more,1.0,I want the complete refund of the cake it was spoilt on the way  All the cream of the cake was scattered
1756,Top In Town,1.0,he cake that i have ordered is not well finished and its white forest case it look like simple vanilla cake And after order and online payment they are not picking up the call as it is move around 2 hrs but no one is answering the call And they never delivered the things on time
1757,Top In Town,2.0,Its my humble request to the owner please provide the products what you show in pictures The icing was roughly as looked like done by unexperienced person Dont spoil someones special occasion by sending these cakes After presentation when I come to taste  bread was soft and gives taste of pineapple Giving 2 stars only for taste
1758,Top In Town,1.0,
1759,Top In Town,4.0,Bought the cake todayit was tasty and fresh The decoration of the cake was up to the mark Impressed by the service provided by the TOPINTOWN
1760,Top In Town,3.0,It had come up new in town And since it was quite late in the night and it was my niece first home coming thought of trying this outlet Ordered 500 gm pineapple cake Delivery was quick but cake was too soft and was breaking while slicing it Hope they will improve that Since I forgot to tell them to write my nieces name on cake I added it on my own Also added gems and changed the presentation a little to make it more colourful Heres a picture to have an idea Got this cake for Rs 330
1761,Mamta Bakery,5.0,
1762,Mamta Bakery,5.0,
1763,Mamta Bakery,5.0,
1764,Mamta Bakery,2.0,decent bakery it is average quality cakes and other baked stuff Dont buy pizza burger patties like stuff here you will regret Cakes are quite dry dont have enough moisture in it nor enough taste Cookies are quite good but I again repeat dont buy pizza rolls burgers like thing here
1765,Mamta Bakery,4.0,Living in Preetam Nagar then this is the dream bakery of the area Must visit this bakery if u want to taste the delight sweet taste of cakes The bakery also have self baked varieties of breads and semi cakes
1766,#Bigboxx Bakery,1.0,he tagline says You have tasted the rest now taste the best Really I ordered two types of doughnuts and blackberry pastry The donuts were stale and dont know for how long It was hard and solid I never tasted donuts like those I hope I dont have to You should value your customer and tell them about its quality if it is downright awful The pastry was fresh and soft It could have been less sweet
1767,Delight The Pastry Shop,3.0,his is the amount of toppings they add im really disappointed as they have increased the priced too with lowering their quality of menu sookha burger 
1768,Delight The Pastry Shop,5.0,
1769,Delight The Pastry Shop,5.0,
1770,Delight The Pastry Shop,5.0,
1771,Delight The Pastry Shop,3.0,
1772,Statesman House,5.0,
1773,Statesman House,5.0,
1774,Statesman House,5.0,
1775,Statesman House,1.0,
1776,Statesman House,5.0,
1777,JK Bakers,5.0,
1778,JK Bakers,5.0,
1779,JK Bakers,5.0,Perfect baked cakes and pastries are available here and u can get many more other fast food and drinks and chocolates available here it sells fully vegetarian and egg less cakes price is also good and Things available here are fresh and just yummy
1780,The Ganges Bakers,5.0,
1781,The Ganges Bakers,5.0,
1782,The Ganges Bakers,5.0,
1783,The Ganges Bakers,5.0,
1784,The Ganges Bakers,5.0,
1785,Gandhi Sweets and Namkeen,5.0,
1786,The Manju Bakers,5.0,
1787,The Manju Bakers,5.0,
1788,The Manju Bakers,5.0,
1789,The Manju Bakers,5.0,
1790,The Manju Bakers,5.0,
1791,Delight Muffins,5.0,
1792,Delight Muffins,5.0,It has improved its quality and is now one of the best bakery or even betterExtremely happy
1793,Delight Muffins,1.0,
1794,Delight Muffins,3.0,he shop is very clean and hygiene is maintained But the prices of biscuits and cookies are on a higher side Either they increase the volume or decrease the price Their pastries are average in taste Dont try pizza or sandwiches its not good Their breads are nice with variety Do consider
1795,Delight Muffins,5.0,OMG you are great I ordered Black forest pastry and its so tasty I cant expressIt just melt in my mouth Recommend to all Next time ordering pizza Hope it also as good as your pastry
1796,Occasion,5.0,Best food items  best rates  sabse best yaha ka chilli paneer roll I think sabko ek try karna chahiye yaha jaake  so much variety of cakes pastry and snacks items
1797,Occasion,5.0,I like the rate of breads and fruit bun We usually order in but we always receive fresh stuff from here The cheese bread and fruit buns are amazing
1798,Best Bakery,4.0,Im going to this Shop since Im 14years old and I found some snacks which is Awesome You should try Veg pattice and Paneer Pattice 
1799,Bliss Bakers By Janpriya,5.0,Great foodgood place to visit Staff is also very good
1800,The Hunt Bakers,3.0,
1801,The Hunt Bakers,5.0,I had blueberry cake and it was so fresh and delicious
1802,The Hunt Bakers,2.0,Had gone many times here but it was good before at start now the foood and cake quality has declined not much happy with the service also its cheap but the quality of bakery items are also going cheaper day by day needs improvement 
1803,The Hunt Bakers,2.0,Ordered a chocolate cake the cream was not up the mark it was cheap cream didnt expected that as rates were decently high if youre looking this as a option i would say look some where else buy wisely
1804,Choco Pain,5.0,
1805,Choco Pain,5.0,
1806,Pawan Namkeen & Bakers,3.0,Cakes were goog
1807,Pawan Namkeen & Bakers,5.0,
1808,Pawan Namkeen & Bakers,5.0,Good in services and very polite persons in staff also and very cooperative Food quality is very nice all products are very nice especially cakes are too good
1809,Pawan Namkeen & Bakers,1.0,I have ordered 8 tandoori pizza2 piiza burger and 1 aalo tikki burger but received 2 aalo tikki1 small bread type pizza and 1 pizza burger
1810,Pawan Namkeen & Bakers,4.0,It is one of the top places that i would suggest you to go and have some snacks pastry patty The quality of food they provide is pretty much good Go for it They provide One of the best pastry in allahabad   Delivery bhi free karwa de to or sahi rahe ga
1811,Kunj Paneer Kendra The Cake Palace,5.0,
1812,Kunj Paneer Kendra The Cake Palace,5.0,
1813,Kunj Paneer Kendra The Cake Palace,5.0,
1814,Kunj Paneer Kendra The Cake Palace,5.0,
1815,Kunj Paneer Kendra The Cake Palace,1.0,
1816,Yash Confectionary,1.0,
1817,Leisure - Sky Lounge,1.0,
1818,Leisure - Sky Lounge,1.0,Menu should be added on ur website or remove from ur recommendations
1819,Fire at Night,3.0,ark themed restaurant having dance floor and I liked this thing bt the food presentation was not good and paneer tikka was okayish not good as you can see in this picture
1820,Fire at Night,2.0,         I ate it at a fire night restaurant Manchurian was quite good and the quantity was also good And fried rice was also fine And cold coffee was better than average Schewan noodles is okyish Hakka noodles  i didnt like much  Chili Potato  It looks good when you look at the picture But  it was not good at all its smell or maybe it was not fresh And when we complain about it the manager narrates his own story and does not listen to us Service was also not good Very slow service Even we forget what we ordered Fir bhi wo ni aya last tk Disappointed not good experience  i wont recommended this restaurant for food 
1821,Fire at Night,3.0,
1822,Fire at Night,3.0,t fire at night From Starters Drums of heaven is tasty  Panner tikka is also delicious Cold coffee with icecream perfect    But always try starters at fire at night Never try food from Main course except Chilly chicken   The boy who manages dj floor was very disgusting We decided not to go there again As staff behavior was very rude    Staff ka behavior yha ase hote ha ki plz starters or main course sath order kre wrna dj me dance krna allow ni krnge   They will start the DJ according to food we order  What the hell   Now ye hmari first ratings ha ksi post ko Food 35 Ambience 45 Staff behavior 05 Place sahi ha bs staff change krne ki jrurt ha especially the boy who plays songs  From Maine Course Kadhai Panner Butter Chicken and butter naan Murgh dam biryani    We have no words to say that how tasteless these foods are Butter chicken doesnt taste as butter chicken As you look it you already keep your mind set that this is not tasty And its same in taste according to its look  Biryani taste like the masala chicken gravy and rice  Pta hi nahi chal paya ki biryani thi    Never order Main course food from Fire at night Try chilly chicken if you really want something to eat not to waste If you go there give order of starters   And one thing more staff ka behavior dekhke already mood khrb ho jta ha No welcoming nature Full of attitude  Hum foodies ke liye Allahabad me already bhaut acche restaurant ha pleasant staffs ha jaha
1823,Fire at Night,1.0,So recently I visited this place Let me tell you the staff and the manager are very rude And I ordered this particular dish and they served me another dish and then they asked me to pay for it so obviously I denied because its their mistake so they started arguing with me On top of that instead of coming to take the order they called me to the counter to give the order Which is ridiculous And they directly entred the order to the computer and when I wanted to change the order the manager got angry and wasnt ready to listen Overall the washroom are very dirty the washbasin is choked I wouldnt recommend anyone to go to this place Also i ordered a cold coffee of Rs 125 which tasted horrible and it was like there wasnt any milk but only water I could have got a better cold coffee in Rs45 at Subhash Chauraha So the restaurant isnt upto the mark the service is horrible and also expensive
1824,Ten 11,5.0,Very Nice place If you like loniness and full enjoyment then right place to visit Very charming and refreshing amusement during evening time Want to do party and dance then go there enjoy with hukkah  Good place to visit
1825,Chai Onn,2.0,
1826,Chai Onn,3.0,Meerapur outlet is extremely small service is average and food is tasty at very affordable prices so go grab a quick bite and rush out Their combos saves few more bucks I had their Cheese Corn Sandwich Cheese Shots and adrak tea
1827,Chai Onn,1.0,Packaging charges RS10 which is more than the price of two chai from the local chai shop having better taste if compared If you are charging a price then please do have better packaging Dont make it a local brand
1828,Chai Onn,1.0,he taste of chaumin is Very bad Also taste packing of tandoori tea is worst Very bad experience Just waste of money 
1829,Chai Onn,3.0,Finally kareli also experience a chai Onn outlet near gol park  This outlet serve pure veg menu Place was small well decorated with comfy sittings Service was little slow Prices are reliable Taste upto mark  They serve bulk menu of Sandwichespizza any other starters along with chai Worth full for friends groups I had tried their cheese burst sandwich full paisa wasool types and chocolate shake with ice cream
1830,A & J The Juice Bar,3.0,he fruits and vegetables seems fresh Good variety with juices Expensive Many a times raw materials not available
1831,A & J The Juice Bar,5.0,njoyed the juices prepared in front of me at a electric speed The fruits and pictures are all in front of you You donot need to waste time explaining what you need Choose the pictures and you can see price tag as well and can order instantly The taste is really great at reasonable prices  mangoshake coldcoffee shakes mango roseshake freakshakes chocolove oreolover oreoshake indiqube freakshakelove  layout mojito milkshakes shakeslover food allahabad chocolatemilk pizza garlicbread vanillashake foodie pasta bhfy
1832,A & J The Juice Bar,5.0, J the juice bar They serve freshly made exotic salad and juices They also serve milkshakes sandwiches and pizza  Must recommended place for health conscious people out their  Ordered oreo shake which was upto the mark They also gave us the complimentary shots with it
1833,A & J The Juice Bar,4.0,If you are done with eating all those full of calories and oily stuffs and now you are in search of some place where you can get all healthy yet tasty stuffs then this place should be your destination for sure  You can get variety of fresh and healthy fruit and vegetable drinks here  they also serve fresh fruit salads  They prepare all stuffs in front of you in an open kitchen  Beside these they also serve some luscious thick shakes and burger  pizza atc these are just average in taste   Place is small yet comfortable and welcoming 
1834,A & J The Juice Bar,4.0,I simply loved this placeA lot of healthy yet tasty stuffs to choose fromPrices are reasonable and the staff is amazingThe presentation is good as wellTried their Exotic fruit salad and Chocoberry shake and loved every bit of itGuys the place is amazing  do visit
1835,Pahalwan Juice Stuff,5.0,
1836,Pahalwan Juice Stuff,4.0,
1837,Pahalwan Juice Stuff,5.0,
1838,Pahalwan Juice Stuff,5.0,
1839,Pahalwan Juice Stuff,3.0,
1840,Made With More,5.0,If you want to try something new in the city then you must visit this place I tried pizza cone veg and ice cream rolls talking about pizza cone the covering layer is hard and filled with vegetables and cheese which provides a soothing taste Ice cream rolls are new in this city but its familiar in cities like Delhi or Mumbai the taste of it is also good and depends on which flavor you have ordered they have mango chocolate tuty fruity etc A good place to visit if you want to try something new but its not very spacious can hold only 34 people at one time
1841,Made With More,3.0,Its a small eatery near JK palace  they have some different food options which you will not get some where else in city like cone pizza  tornado fries etc but then the taste is average Prices are bit high for the quantity of food they offer
1842,Made With More,4.0,Icecream rolls Fallo ka Raja from Fruits At just rupees 99  Vanilla Roll Regular At just rupees 49   Both are tasty and these icecream rolls are very heavy One is sufficient for us We take two rolls these are overloaded for us   Spicy tornado  Its so yummy and tasty At just rupees 49    Price is normal And many different varieties to try Black current icecream rolls From made with more    Its so delicious and perfect for refreshing us   In summers or winters icecream is always preferable And its very interesting to take live icecream    Foodie Couple Foodie Couple Foodiecoupleus Foodiecoupleus
1843,Made With More,2.0,Highly congested place only 4 persons can sit there at a time I personally didnt like the cone pizza concept The cone of pizza was extremely harder but the topping filling are likely to normal pizza  Service was just okey 
1844,Made With More,4.0,he best thing about the place is its quite pocket friendly and a lot of new entries can be found on the menuIts a small eatery point with not much seating space but menu is really wideNice for quick bites at reasonable prices
1845,Sulaki Juice,5.0,
1846,Sulaki Juice,5.0,
1847,Pahalwan Juice Stuff,5.0,
1848,Pahalwan Juice Stuff,1.0,
1849,Pahalwan Juice Stuff,5.0,
1850,Pahalwan Juice Stuff,5.0,
1851,Pahalwan Juice Stuff,5.0,
1852,Shakes Factory,5.0,One of the best shakes in city
1853,Shakes Factory,5.0,Best place to hang around
1854,Shakes Factory,5.0,
1855,Shakes Factory,5.0,Best Maggie ever had
1856,Shakes Factory,5.0,Best shakes in town
1857,Juice Stuff,3.0,
1858,Juice Stuff,3.0,
1859,Juice Stuff,5.0,
1860,Juice Stuff,5.0,
1861,Juice Stuff,5.0,
1862,Blackout Juice Corner,5.0,
1863,Blackout Juice Corner,5.0,
1864,Raja Ram Lassi Wale,1.0,
1865,Raja Ram Lassi Wale,4.0,
1866,Raja Ram Lassi Wale,3.0,
1867,Raja Ram Lassi Wale,5.0,aja ram is a must go for lassi lovers They provide best lassi in Prayagraj No one can match the taste of raja ram They provide lassi in clay pots with toppings of rabri and malai making it awesome for us Its totally value for money and best in this range
1868,Raja Ram Lassi Wale,5.0,So on our Food Journey we visited to Raja Ram Lassi Wale We had a Full Lassi which costs 60 and man the taste of lassi was Yummy and the Rabri was homemade that was soo good
1869,Pahalwan Juice Stuff,4.0,Its my first tym I visit but I like the place the taste or my shake is good average price variety of shakesdrink fruit ice creamfruit chat available here
1870,Pahalwan Juice Stuff,1.0,I dont get my drink what I really want I want my money back
1871,Pahalwan Juice Stuff,4.0,ll in one place for juice related stuffs Good place to have all kind of juices and drinks And you can also buy seasonal as well as imported fruits from here
1872,Pahalwan Juice Stuff,3.0,Place is extremely small but then its just a juice shop They have almost all fruits even the off season ones Freshly prepared reasonable rate and a very healthy option over preserved canned juice
1873,Pahalwan Juice Stuff,5.0,Loved it Fresh and healthy The package was great and the content Definitely ordering more in the future  The best juice shop in town I must say
1874,Free Time,1.0,
1875,Free Time,1.0,I ordered Chole bhature and considering the price the portion was fine but when i tasted it It was like its made from very bad quality ingredients i felt like very old chana was used to make chole and water used in making it was also not good i felt sick after having only 2 bites Only want to tell you restaurant guys plz dont do this plz keep your products rates high but dont sell bad quality food at lower cost I have an important exam tomorrow and what if i got sick because of such food I dont want to be rude but street stalls food is better than yours
1876,Free Time,1.0,Itna shitkhana Maine aaj tak nahi Khaya paratha bolke sale burned rumali roti dete hai momos itne chute hai aur patties mai saldah allo tha itna ghateya kebab tha dal chawal better hain waste of money please do not oder anything from here
1877,Raju Chicken Shop,5.0,
1878,Raju Chicken Shop,5.0,
1879,Raju Chicken Shop,5.0,
1880,Raju Chicken Shop,3.0,You chicken pakoda are my favorite since years I am eating them but from some time its has been removed from the venue why Is it sooall n all very superb taste
1881,Raju Chicken Shop,1.0,Hi this Raju shop is one of the pathetic shop in Allahabad not giving proper service and food item is not hygienic the cutter is very rod dont trust on them
1882,South Mouth,1.0,Very bad experience They delivered only part of the order Had ordered dosa and curd rice  they forgot to send the curd rice Or may be the delivery boy are it himself may be thats why he was insisting on showing I rate him 5 star on the app before he would hand me the food
1883,South Mouth,4.0,he delivery was very prompt and the masala dosa was completely on point Sambar was perfectly dense and it tasted as if it was prepared in some proper and authentic South Indian eatery very uncommon for the eatries here in Prayagraj that serve south Indian meals The coconut chutney was perfect in terms of the proportion of coconut and the dal which is used to prepare the base of chutney and the overall preparation really complimented the taste of sambar  Although the only drawback here here was in terms of packing the food In order to combat that the restaurant can pack it in such a way that it doesnt become an issue if a person orders it to some place where cutlery isnt available around
1884,Punjabi Tadka,1.0,Very bad quality and no test in foods and packing Is also bad nonveg thali only one dish is non vegg and all the things are same as veg thali
1885,Jassi's Snacks On Wheels,5.0,
1886,Jassi's Snacks On Wheels,5.0,
1887,Jassi's Snacks On Wheels,5.0,
1888,UK - Bhuk Ka Pitara,5.0,Wonderful place to end your cravings at just loved it veg burger and biryani is just wonderful Do try if in search of some tasty snack
1889,Chaat Baketi,4.0,
1890,Sophiya Laurance Betal Shop,5.0,
1891,Sophiya Laurance Betal Shop,5.0,
1892,Mast Banarasi Paan,5.0,mast banarasi paan first family paan cafe in our city70 type of paan flavours available
1893,Mast Banarasi Paan,5.0,Best paan that I ever had excellent costumer service and very good staff must try
1894,Mast Banarasi Paan,5.0,Best quality
1895,Mast Banarasi Paan,5.0,First family paan cafe chain in Prayagraj 100 tobacco free paans 70 varieties of paan available Just love the atmosphereGo for sure place
1896,Baba Bakery & Confectionery,5.0,
1897,Baba Bakery & Confectionery,5.0,
1898,Baba Bakery & Confectionery,5.0,
1899,Baba Bakery & Confectionery,5.0,
1900,New Novelty Restaurant,2.0,
1901,New Novelty Restaurant,2.0,he ambience is a little shabby the neighbourhood is also very shabby types The food is average in taste and looks Only this good is that food is available for delivery and late night delivery also till 1130PM
1902,New Novelty Restaurant,4.5,It was a hreat tym for me to be there at new novelty restaurant The service of the restaurant is to good and the foods are awsm I wish to go there again with my dear friends
1903,New Novelty Restaurant,5.0,It was great to be at New Novelty  with my friendsWe hang out and enjoyed alot Food was really Delicious specially Non veg we liked very muchStaff was friendly Hope to come soon againthank you  cheers
1904,Blackout Restro,1.0,
1905,Blackout Restro,1.0,he food we ordered was very poor quality salt was very much in food Manchurian wasnt like that that we have ate earliereally disgustingwe were eagerly waiting for our food but this was the worst qualityof food we have ever eaten earlierit was very much liquidy chilli paneer wasnt like that we have ate earliervery much dissatisfied from the food we get
1906,Blackout Restro,1.0,One of the worst food I had ever eat I just throw it out I couldnt even eat so you can understand the quality of food Please improve your food quality it was my first order and I was so disappointed
1907,Allahabad Cafe,2.0,My experience over here was not very nice The food they serve is palatable but they arent really fond of hygiene The ambience wasnt nice and the service was slow Prices are fine
1908,Punjabi Dhaba,5.0,heir thali is the most popular and budget friendly item It always had two seasonal vegetable dishes in it which they keep altering every day Taste wise its very good and if I have to compare I would say its close to homemade vegetable dishes For those staying in IIIT this is the closest restaurant offering decent food a nice change from the repititive hostel mess food  The information on Zomato seems to be erroneous The average cost is more like 250 for 2 people not 500 for 2 people
1909,Lazeez Darbar,2.0,Lazeez Darbar is a small restaurant on the Kanpur Road Overall experience 25  Outside Look15 The out side look is pretty shabby Plastic chairs put on the Tandoor Counter It can classify as spot for bachelors or students  Ambience 35 The seating capacity isnt so big 5 tables Bug groups hence cant be accommodated The cleanliness level was upto the mark inside   Service 15 The service is horrible and they are totally alien to the word courteous I had asked for an item on menu which wasnt available with them and i got an angry retort from the manager saying  it takes time in preparation followed by  we actually dont provide this dish as mentioned in the menu  Food  45 Food here generally stands upto the mark Its actually tasty as compared to the same level restaurants in the neighbourhood This is the silver lining to the whole experience
1910,Lazeez Darbar,4.5,his really is not one of the places youd really expect to get great food but go on order out any of their delicacies and youd realize how wrong my first statement  was In fact this really is one of those places youd be amazed dining at  Prices are fairly decentFood is amazingSurely one of the better places to enjoy mughlai delicaciesStaff are niceId recommend you to ask the staff about the foodthey generally make good choices  I am totally in love with their phirni which is a must try when you go there  VerdictThis might not be the perfect place to woo your date but is definitely one of those places you can make the sunday dinner with your bestfriend affordable
1911,Ramayan Hotel,5.0,xcellent dinning for pure vegeterians I loved the way they service food and food quality is awesome Preparation to serving is good I recommend
1912,Ramayan Hotel,1.5,Food quality is so bad  low  service is very bad  lots of mismangment   very late and bad reply from staf  also parking is a big problm  if u have mor then 4 person  go out any other place 
1913,Star Family Restaurant,5.0,Best and tasty food properly packedrecommended to allu all must try it Healthy and hygiene daal was the best proper use of oil and butter at the correct proportions
1914,Star Family Restaurant,5.0,Good food for foodies tasty  Well love the plce and service  Enough quantity  Packing was even good should  taste  indian stuff  that was best among all
1915,Star Family Restaurant,5.0,Very good n tasty food  yummy  service awsm love the place  very good as according to area All the dishes available north Indian were best
1916,Star Family Restaurant,1.0,Worst Food ever Good quality  packing quantity every1 was worst food taste was abysmal Worst WorstWorst Food ever Good quality  packing quantity every1 was worst food taste was abysmal Worst Worst
1917,Star Family Restaurant,1.0,Worst food everordered Pizza from herenever had such a creepy thing They wrapped in a foil paper At first place Lyk who wrap pizza Bad
1918,Punjabi Chaap Corner,5.0,
1919,Punjabi Chaap Corner,5.0,Served on live Burner very gud service nice ambience good staff
